_id,Canton,Circuito,Distrito,Edad,Estado Civil,Fecha Infracción,Hora Infracción,Nacionalidad,Provincia,Sexo,Zona,tipo_muert_matriz
841,GUAYAQUIL,MONTE SINAI,NUEVA PROSPERINA,22,SOLTERO,2014-09-21T00:00:00,2015-12-02T05:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
842,CHONE,BOYACA,CHONE,34,SOLTERO,2014-09-21T00:00:00,2015-12-02T03:20:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
843,GUAYAQUIL,VENEZUELA,9 DE OCTUBRE,55,CASADO,2014-09-21T00:00:00,2015-12-02T18:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
844,VINCES,ANTONIO SOTOMAYOR,VINCES,53,CASADO,2014-09-21T00:00:00,2015-12-02T15:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
845,BABAHOYO,CENTRO,BABAHOYO,25,SOLTERO,2014-09-22T00:00:00,2015-12-02T22:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
846,MACHALA,LAS KATYAS,MACHALA,49,CASADO,2014-09-24T00:00:00,2015-12-02T01:15:00,ECUADOR,EL_ORO,FEMENINO,ZONA 7,Asesinatos
847,QUEVEDO,GUAYACAN,QUEVEDO,34,SOLTERO,2014-09-23T00:00:00,2015-12-02T22:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
848,VENTANAS,VENTANAS SUR,VENTANAS,30,SOLTERO,2014-09-23T00:00:00,2015-12-02T21:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
849,GUAYAQUIL,SAUCES,MODELO,25,SOLTERO,2014-09-25T00:00:00,2015-12-02T18:30:00,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Asesinatos
850,VENTANAS,VENTANAS NORTE,VENTANAS,35,UNION LIBRE,2014-09-25T00:00:00,2015-12-02T20:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
851,LOJA,EL VALLE,LOJA,35,SOLTERO,2014-09-26T00:00:00,2015-12-02T11:35:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Sicariatos
852,SAN_LORENZO,FRONTERA,SAN LORENZO,30,UNION LIBRE,2014-09-28T00:00:00,2015-12-02T00:20:00,COLOMBIA,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
853,TENA,MISAHUALLI,TENA,23,SOLTERO,2014-09-08T00:00:00,2015-12-02T16:30:00,ECUADOR,NAPO,MASCULINO,ZONA 2,Asesinatos
854,SANTO_DOMINGO,CENTRO,SANTO DOMINGO ESTE,41,CASADO,2014-09-28T00:00:00,2015-12-02T09:50:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
855,SANTO_DOMINGO,SANTA MARIA,SANTO DOMINGO ESTE,29,SOLTERO,2014-09-28T00:00:00,2015-12-02T10:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,FEMENINO,ZONA 4,Femicidios
856,SANTO_DOMINGO,SANTA MARIA,SANTO DOMINGO ESTE,47,SOLTERO,2014-09-28T00:00:00,2015-12-02T10:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,FEMENINO,ZONA 4,Femicidios
857,QUEVEDO,LA VALDRAMINA,QUEVEDO,26,SOLTERO,2014-09-28T00:00:00,2015-12-02T04:50:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
858,SAN_LORENZO,FRONTERA,SAN LORENZO,40,UNION LIBRE,2014-09-28T00:00:00,2015-12-02T01:00:00,COLOMBIA,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
859,SALINAS,PUERTO AGUAJE,LIBERTAD SALINAS,25,SOLTERO,2014-09-28T00:00:00,2015-12-02T01:00:00,ECUADOR,SANTA_ELENA,FEMENINO,ZONA 5,Asesinatos
860,IBARRA,LITA,CIUDAD BLANCA,29,SOLTERO,2014-09-27T00:00:00,2015-12-02T02:31:00,ECUADOR,IMBABURA,MASCULINO,ZONA 1,Asesinatos
861,BABAHOYO,MATA DE CACAO,BABAHOYO,28,SOLTERO,2014-08-30T00:00:00,2015-12-02T08:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
862,SIGCHOS,LAS PAMPAS,SIGCHOS,19,SOLTERO,2014-06-30T00:00:00,2015-12-02T14:00:00,ECUADOR,COTOPAXI,MASCULINO,ZONA 3,Homicidios
863,ELOY_ALFARO,ANCHAYACU,ELOY ALFARO,41,CASADO,2014-09-30T00:00:00,2015-12-02T06:15:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
864,GUAYAQUIL,JUAN MONTALVO,FLORIDA,33,SOLTERO,2014-09-30T00:00:00,2015-12-02T21:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
865,GUAYAQUIL,PARAISO LA FLOR,NUEVA PROSPERINA,45,SOLTERO,2014-09-30T00:00:00,2015-12-02T19:20:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
